Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Consolidated Messenger,183,64.2%,25.3,3.2,19.2%,2026-02-22 00:00:00
Consolidated Messenger,185,67.5%,20.5,2.9,15.8%,2026-03-01 00:00:00
Graphic Design Institute,223,20.2%,4.0,1.1,,2025-03-30 00:00:00
Graphic Design Institute,225,27.9%,3.0,0.4,,2025-04-06 00:00:00
Graphic Design Institute,227,21.2%,3.9,1.1,,2025-04-13 00:00:00
Graphic Design Institute,229,32.8%,2.2,0.8,,2025-04-20 00:00:00
Graphic Design Institute,231,22.5%,4.6,1.3,,2025-04-27 00:00:00
Graphic Design Institute,233,31.1%,2.4,1.3,,2025-05-04 00:00:00
Graphic Design Institute,235,32.3%,5.4,1.3,,2025-05-11 00:00:00
Graphic Design Institute,237,22.3%,3.8,1.1,,2025-05-18 00:00:00
Graphic Design Institute,239,28.0%,2.6,1.3,,2025-05-25 00:00:00
Graphic Design Institute,241,23.7%,2.0,0.6,,2025-06-01 00:00:00
Graphic Design Institute,243,21.7%,2.6,1.0,,2025-06-08 00:00:00
Graphic Design Institute,245,34.0%,2.5,1.3,,2025-06-15 00:00:00
Graphic Design Institute,247,26.6%,4.4,1.3,,2025-06-22 00:00:00
Graphic Design Institute,249,28.2%,5.0,1.2,,2025-06-29 00:00:00
Graphic Design Institute,251,23.6%,4.0,0.9,,2025-07-06 00:00:00
Graphic Design Institute,253,25.5%,3.2,0.7,,2025-07-13 00:00:00
Graphic Design Institute,255,38.6%,8.7,1.8,7.7%,2025-07-20 00:00:00
Graphic Design Institute,257,62.0%,7.1,2.2,4.9%,2025-07-27 00:00:00
Graphic Design Institute,259,52.9%,7.0,2.2,5.5%,2025-08-03 00:00:00
Graphic Design Institute,261,58.2%,8.0,1.6,7.5%,2025-08-10 00:00:00
Graphic Design Institute,263,58.0%,11.5,2.5,7.9%,2025-08-17 00:00:00
Graphic Design Institute,265,51.0%,6.6,2.3,5.0%,2025-08-24 00:00:00
Graphic Design Institute,267,37.4%,6.9,1.7,4.5%,2025-08-31 00:00:00
Graphic Design Institute,269,34.8%,9.7,2.3,5.2%,2025-09-07 00:00:00
Graphic Design Institute,271,46.9%,8.4,1.8,4.3%,2025-09-14 00:00:00
Graphic Design Institute,273,46.1%,8.3,1.8,3.1%,2025-09-21 00:00:00
Graphic Design Institute,275,55.7%,8.0,2.4,4.2%,2025-09-28 00:00:00
Graphic Design Institute,277,49.8%,7.3,2.3,5.9%,2025-10-05 00:00:00
Graphic Design Institute,279,54.1%,9.2,2.2,3.0%,2025-10-12 00:00:00
Graphic Design Institute,281,40.4%,6.4,2.1,6.9%,2025-10-19 00:00:00
Graphic Design Institute,283,37.9%,11.4,2.0,6.7%,2025-10-26 00:00:00
Graphic Design Institute,285,50.2%,7.6,2.5,3.8%,2025-11-02 00:00:00
Graphic Design Institute,287,49.8%,8.0,1.4,3.3%,2025-11-09 00:00:00
Graphic Design Institute,289,50.3%,10.7,2.2,4.6%,2025-11-16 00:00:00
Graphic Design Institute,291,53.4%,8.7,2.0,3.3%,2025-11-23 00:00:00
Graphic Design Institute,293,46.7%,11.9,1.6,3.7%,2025-11-30 00:00:00
Graphic Design Institute,295,77.6%,19.6,3.9,12.4%,2025-12-07 00:00:00
Graphic Design Institute,297,65.0%,15.7,2.9,13.3%,2025-12-14 00:00:00
Graphic Design Institute,299,64.0%,24.2,3.2,13.7%,2025-12-21 00:00:00
Graphic Design Institute,301,79.1%,15.3,3.4,19.1%,2025-12-28 00:00:00
Graphic Design Institute,303,78.9%,24.5,3.2,16.9%,2026-01-04 00:00:00
Graphic Design Institute,305,62.6%,19.6,3.8,19.3%,2026-01-11 00:00:00
Graphic Design Institute,307,64.4%,23.8,3.7,18.1%,2026-01-18 00:00:00
Graphic Design Institute,309,72.1%,17.5,2.9,14.8%,2026-01-25 00:00:00
Graphic Design Institute,311,64.9%,19.8,2.7,12.0%,2026-02-01 00:00:00
Graphic Design Institute,313,72.5%,15.1,3.9,18.2%,2026-02-08 00:00:00
Graphic Design Institute,315,81.0%,20.4,3.0,16.6%,2026-02-15 00:00:00
Graphic Design Institute,317,71.1%,20.0,4.0,17.2%,2026-02-22 00:00:00
Graphic Design Institute,320,67.4%,23.2,2.8,12.5%,2026-03-01 00:00:00
Humongous Insurance,49,25.6%,4.2,1.4,,2025-03-30 00:00:00
Humongous Insurance,49,27.5%,4.1,0.5,,2025-04-06 00:00:00
Humongous Insurance,50,25.6%,4.4,1.3,,2025-04-13 00:00:00
Humongous Insurance,50,37.1%,2.9,1.4,,2025-04-20 00:00:00
Humongous Insurance,51,23.1%,4.5,0.8,,2025-04-27 00:00:00
Humongous Insurance,52,35.7%,4.2,1.2,,2025-05-04 00:00:00
Humongous Insurance,52,26.8%,3.3,1.0,,2025-05-11 00:00:00
Humongous Insurance,53,28.8%,2.1,1.2,,2025-05-18 00:00:00
Humongous Insurance,54,31.2%,4.2,1.3,,2025-05-25 00:00:00
Humongous Insurance,54,23.2%,3.8,1.6,,2025-06-01 00:00:00
Humongous Insurance,55,32.0%,2.5,1.4,,2025-06-08 00:00:00
Humongous Insurance,56,20.5%,3.6,1.0,,2025-06-15 00:00:00
Humongous Insurance,56,26.7%,4.1,0.4,,2025-06-22 00:00:00
Humongous Insurance,57,22.1%,4.0,1.2,,2025-06-29 00:00:00
Humongous Insurance,58,28.7%,3.3,1.0,,2025-07-06 00:00:00
Humongous Insurance,58,20.2%,3.0,0.6,,2025-07-13 00:00:00
Humongous Insurance,59,46.6%,12.2,1.9,7.1%,2025-07-20 00:00:00
Humongous Insurance,59,56.0%,7.0,2.4,3.6%,2025-07-27 00:00:00
Humongous Insurance,60,40.3%,6.1,1.6,3.3%,2025-08-03 00:00:00
Humongous Insurance,61,55.1%,9.8,1.9,7.0%,2025-08-10 00:00:00
Humongous Insurance,61,48.1%,11.9,2.5,6.8%,2025-08-17 00:00:00
Humongous Insurance,62,54.5%,9.2,2.1,4.6%,2025-08-24 00:00:00
Humongous Insurance,63,54.9%,9.6,2.1,4.3%,2025-08-31 00:00:00
Humongous Insurance,63,51.3%,9.2,2.4,3.3%,2025-09-07 00:00:00
Humongous Insurance,64,43.6%,8.6,1.6,7.3%,2025-09-14 00:00:00
Humongous Insurance,65,42.4%,12.2,1.8,5.1%,2025-09-21 00:00:00
Humongous Insurance,65,41.9%,7.9,1.8,4.8%,2025-09-28 00:00:00
Humongous Insurance,66,37.2%,10.0,2.3,6.2%,2025-10-05 00:00:00
Humongous Insurance,67,44.4%,6.6,2.1,3.1%,2025-10-12 00:00:00
Humongous Insurance,67,47.8%,6.5,2.0,5.2%,2025-10-19 00:00:00
Humongous Insurance,68,51.8%,11.0,2.1,7.5%,2025-10-26 00:00:00
Humongous Insurance,69,45.9%,6.8,2.1,5.2%,2025-11-02 00:00:00
Humongous Insurance,69,41.3%,9.9,2.2,6.3%,2025-11-09 00:00:00
Humongous Insurance,70,44.2%,10.2,1.8,6.1%,2025-11-16 00:00:00
Humongous Insurance,70,48.9%,11.4,1.6,8.0%,2025-11-23 00:00:00
Humongous Insurance,71,42.5%,11.1,2.3,7.2%,2025-11-30 00:00:00
Humongous Insurance,72,63.3%,18.1,2.8,13.6%,2025-12-07 00:00:00
Humongous Insurance,72,62.8%,22.6,3.5,12.3%,2025-12-14 00:00:00
Humongous Insurance,73,57.2%,15.6,3.2,18.6%,2025-12-21 00:00:00
Humongous Insurance,74,66.1%,24.7,4.0,14.4%,2025-12-28 00:00:00
Humongous Insurance,74,64.8%,21.9,3.6,12.4%,2026-01-04 00:00:00
Humongous Insurance,75,67.7%,24.5,2.7,15.5%,2026-01-11 00:00:00
Humongous Insurance,76,77.7%,18.8,3.3,15.1%,2026-01-18 00:00:00
Humongous Insurance,76,80.5%,23.7,3.4,13.5%,2026-01-25 00:00:00
Humongous Insurance,77,61.8%,15.8,3.4,12.9%,2026-02-01 00:00:00
Humongous Insurance,78,76.8%,20.5,3.4,12.7%,2026-02-08 00:00:00
Humongous Insurance,78,68.2%,17.7,2.7,15.8%,2026-02-15 00:00:00
Humongous Insurance,79,75.0%,18.9,2.8,12.8%,2026-02-22 00:00:00
Humongous Insurance,80,77.6%,21.9,3.0,18.8%,2026-03-01 00:00:00
Liberty Delights,131,18.9%,4.3,0.6,,2025-03-30 00:00:00
Liberty Delights,132,21.3%,3.4,1.1,,2025-04-06 00:00:00
Liberty Delights,133,25.7%,2.4,0.7,,2025-04-13 00:00:00
Liberty Delights,134,29.0%,4.8,0.9,,2025-04-20 00:00:00
Liberty Delights,136,30.1%,2.6,0.8,,2025-04-27 00:00:00
Liberty Delights,137,22.5%,3.8,1.2,,2025-05-04 00:00:00
Liberty Delights,138,28.0%,3.4,0.6,,2025-05-11 00:00:00
Liberty Delights,139,28.9%,2.9,1.1,,2025-05-18 00:00:00
Liberty Delights,141,30.7%,2.7,0.5,,2025-05-25 00:00:00
Liberty Delights,142,19.1%,3.8,1.1,,2025-06-01 00:00:00
Liberty Delights,143,32.5%,2.4,0.5,,2025-06-08 00:00:00
Liberty Delights,144,25.7%,2.1,1.4,,2025-06-15 00:00:00
Liberty Delights,146,34.4%,3.2,0.8,,2025-06-22 00:00:00
Liberty Delights,147,24.8%,2.9,0.9,,2025-06-29 00:00:00
Liberty Delights,148,20.8%,3.5,1.1,,2025-07-06 00:00:00
Liberty Delights,150,24.9%,2.6,0.5,,2025-07-13 00:00:00
Liberty Delights,151,47.8%,7.4,2.0,5.0%,2025-07-20 00:00:00
Liberty Delights,152,49.6%,7.7,1.7,4.4%,2025-07-27 00:00:00
Liberty Delights,153,48.0%,10.0,2.0,5.8%,2025-08-03 00:00:00
Liberty Delights,155,49.7%,10.6,1.5,4.2%,2025-08-10 00:00:00
Liberty Delights,156,32.6%,11.5,2.4,5.5%,2025-08-17 00:00:00
Liberty Delights,157,60.2%,7.3,2.0,7.9%,2025-08-24 00:00:00
Liberty Delights,158,42.2%,10.8,1.8,3.6%,2025-08-31 00:00:00
Liberty Delights,160,50.8%,7.4,2.6,7.0%,2025-09-07 00:00:00
Liberty Delights,161,51.4%,9.1,2.3,4.2%,2025-09-14 00:00:00
Liberty Delights,162,46.4%,7.7,2.5,5.7%,2025-09-21 00:00:00
Liberty Delights,164,42.2%,7.3,1.5,3.1%,2025-09-28 00:00:00
Liberty Delights,165,37.2%,10.8,2.4,3.5%,2025-10-05 00:00:00
Liberty Delights,166,44.7%,6.8,1.9,7.8%,2025-10-12 00:00:00
Liberty Delights,167,52.2%,6.7,2.1,8.0%,2025-10-19 00:00:00
Liberty Delights,169,38.2%,8.7,1.7,4.1%,2025-10-26 00:00:00
Liberty Delights,170,37.6%,6.3,2.2,4.3%,2025-11-02 00:00:00
Liberty Delights,171,49.7%,12.1,1.9,6.1%,2025-11-09 00:00:00
Liberty Delights,172,47.2%,7.5,2.4,5.2%,2025-11-16 00:00:00
Liberty Delights,174,53.5%,11.5,1.5,4.8%,2025-11-23 00:00:00
Liberty Delights,175,50.9%,12.0,1.8,7.4%,2025-11-30 00:00:00
Liberty Delights,176,67.3%,17.8,4.2,13.4%,2025-12-07 00:00:00
Liberty Delights,178,69.1%,18.8,3.5,18.9%,2025-12-14 00:00:00
Liberty Delights,179,63.1%,23.0,3.4,18.2%,2025-12-21 00:00:00
Liberty Delights,180,71.5%,17.9,3.9,12.4%,2025-12-28 00:00:00
Liberty Delights,181,82.0%,21.2,3.3,12.1%,2026-01-04 00:00:00
Liberty Delights,183,69.4%,15.1,3.7,18.5%,2026-01-11 00:00:00
Liberty Delights,184,68.4%,23.9,3.1,18.9%,2026-01-18 00:00:00
Liberty Delights,185,75.1%,23.0,4.0,13.1%,2026-01-25 00:00:00
Liberty Delights,186,69.1%,17.9,3.1,19.3%,2026-02-01 00:00:00
Liberty Delights,188,71.8%,24.1,3.2,17.1%,2026-02-08 00:00:00
Liberty Delights,189,81.5%,20.6,3.4,12.5%,2026-02-15 00:00:00
Liberty Delights,190,64.5%,21.9,3.4,18.1%,2026-02-22 00:00:00
Liberty Delights,192,69.8%,15.1,3.0,16.1%,2026-03-01 00:00:00
Lucerne Publishing,113,28.0%,3.8,1.1,,2025-03-30 00:00:00
Lucerne Publishing,114,20.3%,3.2,1.3,,2025-04-06 00:00:00
Lucerne Publishing,115,29.7%,3.3,1.3,,2025-04-13 00:00:00
Lucerne Publishing,116,19.5%,2.9,1.1,,2025-04-20 00:00:00
Lucerne Publishing,117,34.2%,3.5,1.0,,2025-04-27 00:00:00
Lucerne Publishing,118,22.2%,4.0,0.8,,2025-05-04 00:00:00
Lucerne Publishing,119,18.8%,3.3,1.5,,2025-05-11 00:00:00
Lucerne Publishing,120,23.1%,3.5,0.9,,2025-05-18 00:00:00
Lucerne Publishing,121,27.9%,4.1,1.2,,2025-05-25 00:00:00
Lucerne Publishing,122,26.1%,3.9,0.9,,2025-06-01 00:00:00
Lucerne Publishing,123,27.2%,4.4,1.1,,2025-06-08 00:00:00
Lucerne Publishing,124,36.4%,3.0,1.3,,2025-06-15 00:00:00
Lucerne Publishing,126,33.2%,3.9,0.7,,2025-06-22 00:00:00
Lucerne Publishing,127,30.4%,3.2,1.2,,2025-06-29 00:00:00
Lucerne Publishing,128,34.7%,3.6,1.1,,2025-07-06 00:00:00
Lucerne Publishing,129,23.3%,3.8,1.1,,2025-07-13 00:00:00
Lucerne Publishing,130,56.3%,6.7,1.7,7.8%,2025-07-20 00:00:00
Lucerne Publishing,131,50.2%,8.0,1.5,7.3%,2025-07-27 00:00:00
Lucerne Publishing,132,49.0%,10.0,2.1,7.2%,2025-08-03 00:00:00
Lucerne Publishing,133,42.1%,10.8,2.0,4.0%,2025-08-10 00:00:00
Lucerne Publishing,134,55.7%,7.7,2.2,3.7%,2025-08-17 00:00:00
Lucerne Publishing,135,58.5%,9.5,1.6,4.5%,2025-08-24 00:00:00
Lucerne Publishing,136,50.7%,9.7,1.8,6.6%,2025-08-31 00:00:00
Lucerne Publishing,137,37.1%,8.6,2.2,3.7%,2025-09-07 00:00:00
Lucerne Publishing,139,37.4%,11.5,2.4,5.2%,2025-09-14 00:00:00
Lucerne Publishing,140,34.3%,10.1,2.2,6.4%,2025-09-21 00:00:00
Lucerne Publishing,141,53.3%,10.5,1.9,5.7%,2025-09-28 00:00:00
Lucerne Publishing,142,41.8%,7.5,2.3,3.7%,2025-10-05 00:00:00
Lucerne Publishing,143,47.1%,8.1,1.6,4.7%,2025-10-12 00:00:00
Lucerne Publishing,144,35.7%,7.1,2.0,7.5%,2025-10-19 00:00:00
Lucerne Publishing,145,47.1%,6.6,2.1,6.2%,2025-10-26 00:00:00
Lucerne Publishing,146,42.3%,7.8,1.8,4.9%,2025-11-02 00:00:00
Lucerne Publishing,147,42.1%,5.9,1.4,5.5%,2025-11-09 00:00:00
Lucerne Publishing,148,48.6%,6.3,2.3,7.2%,2025-11-16 00:00:00
Lucerne Publishing,149,36.3%,12.0,2.0,3.7%,2025-11-23 00:00:00
Lucerne Publishing,150,55.2%,6.5,1.8,6.5%,2025-11-30 00:00:00
Lucerne Publishing,152,68.1%,21.2,3.8,19.6%,2025-12-07 00:00:00
Lucerne Publishing,153,67.7%,24.7,3.9,17.5%,2025-12-14 00:00:00
Lucerne Publishing,154,60.8%,16.9,3.9,13.5%,2025-12-21 00:00:00
Lucerne Publishing,155,71.9%,16.6,3.7,15.4%,2025-12-28 00:00:00
Lucerne Publishing,156,62.5%,24.9,3.7,14.6%,2026-01-04 00:00:00
Lucerne Publishing,157,70.1%,18.7,3.1,12.5%,2026-01-11 00:00:00
Lucerne Publishing,158,77.3%,17.4,3.0,19.4%,2026-01-18 00:00:00
Lucerne Publishing,159,70.4%,21.3,3.4,12.9%,2026-01-25 00:00:00
Lucerne Publishing,160,63.4%,22.2,2.9,19.7%,2026-02-01 00:00:00
Lucerne Publishing,161,75.3%,15.1,3.1,15.3%,2026-02-08 00:00:00
Lucerne Publishing,162,70.6%,15.6,3.1,16.7%,2026-02-15 00:00:00
Lucerne Publishing,163,68.8%,19.5,2.7,15.0%,2026-02-22 00:00:00
Lucerne Publishing,165,60.8%,16.4,3.8,18.1%,2026-03-01 00:00:00
Margie Travel,189,24.4%,3.8,0.7,,2025-03-30 00:00:00
Margie Travel,190,24.1%,3.0,0.8,,2025-04-06 00:00:00
Margie Travel,192,27.5%,4.0,0.6,,2025-04-13 00:00:00
Margie Travel,194,28.4%,2.9,0.9,,2025-04-20 00:00:00
Margie Travel,196,20.1%,3.9,1.2,,2025-04-27 00:00:00
Margie Travel,198,25.2%,3.9,1.7,,2025-05-04 00:00:00
Margie Travel,200,23.7%,1.7,1.0,,2025-05-11 00:00:00
Margie Travel,201,26.6%,3.8,0.9,,2025-05-18 00:00:00
Margie Travel,203,31.0%,4.0,0.8,,2025-05-25 00:00:00
Margie Travel,205,31.8%,3.4,1.2,,2025-06-01 00:00:00
Margie Travel,207,23.5%,2.4,0.9,,2025-06-08 00:00:00
Margie Travel,209,34.8%,3.6,0.7,,2025-06-15 00:00:00
Margie Travel,211,26.2%,2.6,0.7,,2025-06-22 00:00:00
Margie Travel,212,20.8%,5.0,1.5,,2025-06-29 00:00:00
Margie Travel,214,33.8%,2.3,1.3,,2025-07-06 00:00:00
Margie Travel,216,31.2%,3.1,1.2,,2025-07-13 00:00:00
Margie Travel,218,43.7%,11.1,2.3,3.3%,2025-07-20 00:00:00
Margie Travel,220,55.4%,9.7,2.2,3.3%,2025-07-27 00:00:00
Margie Travel,222,61.4%,8.0,2.4,5.4%,2025-08-03 00:00:00
Margie Travel,223,62.6%,9.9,1.6,3.8%,2025-08-10 00:00:00
Margie Travel,225,42.5%,7.2,1.8,8.0%,2025-08-17 00:00:00
Margie Travel,227,58.9%,9.4,1.8,4.5%,2025-08-24 00:00:00
Margie Travel,229,59.6%,10.2,1.6,3.2%,2025-08-31 00:00:00
Margie Travel,231,43.3%,5.9,1.8,3.1%,2025-09-07 00:00:00
Margie Travel,233,49.9%,11.1,1.9,4.0%,2025-09-14 00:00:00
Margie Travel,234,47.4%,7.0,2.2,5.1%,2025-09-21 00:00:00
Margie Travel,236,57.0%,11.2,2.0,3.8%,2025-09-28 00:00:00
Margie Travel,238,42.3%,10.9,2.6,3.0%,2025-10-05 00:00:00
Margie Travel,240,39.7%,11.2,2.0,7.8%,2025-10-12 00:00:00
Margie Travel,242,51.9%,11.5,1.7,4.3%,2025-10-19 00:00:00
Margie Travel,244,47.6%,8.5,1.7,6.3%,2025-10-26 00:00:00
Margie Travel,245,55.1%,6.3,2.4,7.0%,2025-11-02 00:00:00
Margie Travel,247,38.0%,6.2,2.3,3.5%,2025-11-09 00:00:00
Margie Travel,249,50.6%,8.5,2.1,7.3%,2025-11-16 00:00:00
Margie Travel,251,49.0%,10.2,2.0,5.4%,2025-11-23 00:00:00
Margie Travel,253,46.7%,9.6,2.2,4.8%,2025-11-30 00:00:00
Margie Travel,255,69.4%,15.8,3.4,13.5%,2025-12-07 00:00:00
Margie Travel,256,71.2%,21.9,3.3,17.5%,2025-12-14 00:00:00
Margie Travel,258,79.7%,21.0,4.1,19.9%,2025-12-21 00:00:00
Margie Travel,260,75.9%,19.1,3.8,19.7%,2025-12-28 00:00:00
Margie Travel,262,69.3%,21.2,3.1,18.0%,2026-01-04 00:00:00
Margie Travel,264,63.8%,22.2,3.8,19.3%,2026-01-11 00:00:00
Margie Travel,266,61.4%,16.7,3.1,15.8%,2026-01-18 00:00:00
Margie Travel,267,68.4%,21.2,4.0,18.1%,2026-01-25 00:00:00
Margie Travel,269,67.1%,17.1,3.7,19.0%,2026-02-01 00:00:00
Margie Travel,271,77.3%,23.2,3.8,18.0%,2026-02-08 00:00:00
Margie Travel,273,78.8%,21.5,3.6,16.3%,2026-02-15 00:00:00
Margie Travel,275,62.1%,23.0,3.0,15.0%,2026-02-22 00:00:00
Margie Travel,277,70.7%,17.7,3.7,13.8%,2026-03-01 00:00:00
Woodgrove Bank,100,30.2%,3.4,1.2,,2025-03-30 00:00:00
Woodgrove Bank,101,17.8%,2.6,1.4,,2025-04-06 00:00:00
Woodgrove Bank,102,21.1%,2.1,0.6,,2025-04-13 00:00:00
Woodgrove Bank,103,36.6%,3.0,1.2,,2025-04-20 00:00:00
Woodgrove Bank,104,30.2%,2.4,0.6,,2025-04-27 00:00:00
Woodgrove Bank,105,31.3%,2.8,0.5,,2025-05-04 00:00:00
Woodgrove Bank,107,29.6%,3.8,1.3,,2025-05-11 00:00:00
Woodgrove Bank,108,35.1%,5.1,0.6,,2025-05-18 00:00:00
Woodgrove Bank,109,23.8%,2.0,0.6,,2025-05-25 00:00:00
Woodgrove Bank,110,22.8%,2.6,1.2,,2025-06-01 00:00:00
Woodgrove Bank,111,33.6%,2.6,0.6,,2025-06-08 00:00:00
Woodgrove Bank,112,27.8%,3.2,0.9,,2025-06-15 00:00:00
Woodgrove Bank,114,25.3%,3.7,0.9,,2025-06-22 00:00:00
Woodgrove Bank,115,27.8%,2.6,0.6,,2025-06-29 00:00:00
Woodgrove Bank,116,20.1%,2.1,0.9,,2025-07-06 00:00:00
Woodgrove Bank,117,31.2%,3.0,0.5,,2025-07-13 00:00:00
Woodgrove Bank,118,50.4%,10.5,2.1,7.9%,2025-07-20 00:00:00
Woodgrove Bank,119,48.9%,10.3,1.6,6.1%,2025-07-27 00:00:00
Woodgrove Bank,121,50.8%,9.0,1.8,5.0%,2025-08-03 00:00:00
Woodgrove Bank,122,41.6%,11.7,2.3,4.1%,2025-08-10 00:00:00
Woodgrove Bank,123,55.0%,8.3,2.2,4.7%,2025-08-17 00:00:00
Woodgrove Bank,124,56.9%,9.3,1.9,4.7%,2025-08-24 00:00:00
Woodgrove Bank,125,41.9%,6.2,1.9,4.1%,2025-08-31 00:00:00
Woodgrove Bank,126,58.1%,6.7,2.0,7.4%,2025-09-07 00:00:00
Woodgrove Bank,128,52.5%,10.4,2.5,3.3%,2025-09-14 00:00:00
Woodgrove Bank,129,59.5%,11.0,1.7,7.0%,2025-09-21 00:00:00
Woodgrove Bank,130,46.3%,11.4,1.7,7.1%,2025-09-28 00:00:00
Woodgrove Bank,131,45.4%,7.8,1.7,7.5%,2025-10-05 00:00:00
Woodgrove Bank,132,39.7%,8.6,2.2,5.3%,2025-10-12 00:00:00
Woodgrove Bank,133,47.8%,7.9,1.3,4.5%,2025-10-19 00:00:00
Woodgrove Bank,135,40.8%,8.6,2.1,5.1%,2025-10-26 00:00:00
Woodgrove Bank,136,42.8%,11.1,2.4,3.7%,2025-11-02 00:00:00
Woodgrove Bank,137,53.3%,6.9,1.4,6.5%,2025-11-09 00:00:00
Woodgrove Bank,138,48.8%,7.1,1.7,5.6%,2025-11-16 00:00:00
Woodgrove Bank,139,47.1%,12.0,1.9,7.3%,2025-11-23 00:00:00
Woodgrove Bank,140,61.6%,7.6,1.6,7.1%,2025-11-30 00:00:00
Woodgrove Bank,142,73.2%,22.5,3.6,18.7%,2025-12-07 00:00:00
Woodgrove Bank,143,65.5%,17.6,3.3,16.2%,2025-12-14 00:00:00
Woodgrove Bank,144,74.6%,21.5,3.5,16.2%,2025-12-21 00:00:00
Woodgrove Bank,145,65.7%,22.2,3.3,16.2%,2025-12-28 00:00:00
Woodgrove Bank,146,67.2%,20.1,3.9,15.0%,2026-01-04 00:00:00
Woodgrove Bank,147,71.9%,22.6,3.6,16.9%,2026-01-11 00:00:00
Woodgrove Bank,149,75.6%,19.7,3.9,14.2%,2026-01-18 00:00:00
Woodgrove Bank,150,73.2%,21.0,2.7,12.3%,2026-01-25 00:00:00
Woodgrove Bank,151,70.4%,21.2,3.7,13.9%,2026-02-01 00:00:00
Woodgrove Bank,152,77.8%,21.4,3.9,15.0%,2026-02-08 00:00:00
Woodgrove Bank,153,68.5%,19.8,3.7,15.5%,2026-02-15 00:00:00
Woodgrove Bank,154,67.3%,15.7,3.4,14.2%,2026-02-22 00:00:00
Woodgrove Bank,156,76.4%,24.7,2.9,17.4%,2026-03-01 00:00:00
Alpine Ski House,248,27.2%,2.9,1.3,,2025-03-30 00:00:00
Alpine Ski House,251,26.2%,2.7,1.5,,2025-04-06 00:00:00
Alpine Ski House,254,33.4%,2.7,0.6,,2025-04-13 00:00:00
Alpine Ski House,257,30.4%,3.0,1.5,,2025-04-20 00:00:00
Alpine Ski House,261,20.1%,2.6,1.4,,2025-04-27 00:00:00
Alpine Ski House,264,21.3%,3.4,1.3,,2025-05-04 00:00:00
Alpine Ski House,267,21.5%,4.7,1.3,,2025-05-11 00:00:00
Alpine Ski House,271,34.9%,2.5,0.9,,2025-05-18 00:00:00
Alpine Ski House,274,25.6%,4.4,1.0,,2025-05-25 00:00:00
Alpine Ski House,277,24.4%,3.7,1.0,,2025-06-01 00:00:00
Alpine Ski House,281,31.9%,3.3,1.1,,2025-06-08 00:00:00
Alpine Ski House,284,27.4%,2.6,0.7,,2025-06-15 00:00:00
Alpine Ski House,287,25.3%,3.2,0.5,,2025-06-22 00:00:00
Alpine Ski House,291,24.5%,4.1,0.7,,2025-06-29 00:00:00
Alpine Ski House,294,28.0%,2.9,1.1,,2025-07-06 00:00:00
Alpine Ski House,297,33.7%,2.4,1.0,,2025-07-13 00:00:00
Alpine Ski House,301,47.4%,6.1,2.0,6.7%,2025-07-20 00:00:00
Alpine Ski House,304,55.8%,7.4,1.4,3.6%,2025-07-27 00:00:00
Alpine Ski House,307,40.8%,7.5,1.4,6.3%,2025-08-03 00:00:00
Alpine Ski House,310,48.2%,11.6,2.2,4.4%,2025-08-10 00:00:00
Alpine Ski House,314,45.5%,8.4,2.2,6.8%,2025-08-17 00:00:00
Alpine Ski House,317,48.6%,10.5,1.8,4.6%,2025-08-24 00:00:00
Alpine Ski House,320,52.3%,9.5,2.1,4.5%,2025-08-31 00:00:00
Alpine Ski House,324,34.9%,7.5,2.3,6.1%,2025-09-07 00:00:00
Alpine Ski House,327,59.9%,6.9,2.4,3.2%,2025-09-14 00:00:00
Alpine Ski House,330,54.1%,9.0,1.7,3.6%,2025-09-21 00:00:00
Alpine Ski House,334,40.3%,9.5,1.6,6.4%,2025-09-28 00:00:00
Alpine Ski House,337,51.2%,7.5,2.6,4.1%,2025-10-05 00:00:00
Alpine Ski House,340,40.1%,5.8,2.3,6.9%,2025-10-12 00:00:00
Alpine Ski House,344,50.3%,11.5,2.1,3.8%,2025-10-19 00:00:00
Alpine Ski House,347,47.6%,7.0,2.4,5.4%,2025-10-26 00:00:00
Alpine Ski House,350,58.4%,9.8,1.8,3.2%,2025-11-02 00:00:00
Alpine Ski House,354,45.6%,6.8,2.2,3.5%,2025-11-09 00:00:00
Alpine Ski House,357,57.2%,10.1,2.0,4.9%,2025-11-16 00:00:00
Alpine Ski House,360,36.8%,11.4,2.4,6.1%,2025-11-23 00:00:00
Alpine Ski House,363,41.8%,8.6,1.5,3.9%,2025-11-30 00:00:00
Alpine Ski House,367,71.6%,16.2,3.0,18.2%,2025-12-07 00:00:00
Alpine Ski House,370,64.0%,21.5,4.1,16.1%,2025-12-14 00:00:00
Alpine Ski House,373,64.0%,19.2,3.7,14.2%,2025-12-21 00:00:00
Alpine Ski House,377,72.7%,20.9,3.8,19.7%,2025-12-28 00:00:00
Alpine Ski House,380,72.5%,21.2,3.7,14.2%,2026-01-04 00:00:00
Alpine Ski House,383,72.5%,17.8,2.7,18.0%,2026-01-11 00:00:00
Alpine Ski House,387,66.0%,20.7,3.8,14.2%,2026-01-18 00:00:00
Alpine Ski House,390,69.3%,17.6,3.2,13.5%,2026-01-25 00:00:00
Alpine Ski House,393,65.6%,24.1,3.1,17.5%,2026-02-01 00:00:00
Alpine Ski House,397,79.7%,20.2,2.9,19.7%,2026-02-08 00:00:00
